text,intent,category,priority
Remind me to return the Economics library book by tomorrow,Reminder,Study,Medium
Summary of discussion with Liam about industrial revolution,Note,Work,Low
Don't forget the group study session for Calculus at 8:00 PM on in 3 days,Reminder,Study,Medium
Remember to prepare for the Biology exam on next week,Reminder,Study,High
Schedule a quick alignment call with Sophia about ancient civilization,Todo,Work,Medium
Schedule a quick alignment call with Alex about cell division,Todo,Work,Medium
Summarize the lecture notes on quantum physics for Physics,Todo,Study,Medium
Don't forget the tutorial session on cryptography at 4:15 PM next Monday at noon,Reminder,Study,Medium
Remind me to buy a birthday card for Alex on next Monday,Reminder,Shopping,Medium
Useful study resource for Chemistry: http://wikipedia.org/wiki/Physics this Friday at 3pm,Note,Study,Low
Remind me to buy a birthday card for Alex on July 5th,Reminder,Shopping,Medium
Useful study resource for Calculus: http://wikipedia.org/wiki/History,Note,Study,Low
Don't forget the group study session for Computer Science at 2:30 PM on June 30th,Reminder,Study,Medium
Remember to call Daniel about the client contract on tonight,Reminder,Work,Medium
Remember to prepare for the Economics exam on next Monday,Reminder,Study,High
Expense breakdown: spent $50 on groceries and $500 on utilities,Note,Finance,Medium
Remember to prepare for the Biology exam on at 9 PM,Reminder,Study,High
Remind me to take my Metformin at 2:30 PM,Reminder,Health,High
Savings plan: save $15 by the end of June,Note,Finance,Medium
Set a reminder for performance review with Alex on next Monday,Reminder,Work,High
Project details: Orion aims to rebuild the payment service,Note,Work,Low
Set a reminder for the design sync with David on this weekend,Reminder,Work,Medium
Formula list for Math includes genetics equations,Note,Study,Low
Don't forget the group study session for Chemistry at 4:15 PM on July 5th,Reminder,Study,Medium
Set a reminder for performance review with Isabella on July 5th,Reminder,Work,High
Read pages 50 to 4 of the Calculus textbook,Todo,Study,Medium
Buy avocado and milk from the local supermarket,Task,Shopping,Low
Subscription cost tracker: GitHub costs $500 per month,Note,Finance,Low
Formula list for Biology includes macroeconomics equations,Note,Study,Low
Summarize the lecture notes on compiler design for Literature,Todo,Study,Medium
Concept definition: cryptography is defined as total GDP output tonight at 8 PM,Note,Study,Low
Remind me to return the Calculus library book by tonight,Reminder,Study,Medium
Project details: Titan aims to rebuild the database service tonight at 8 PM,Note,Work,Low
Notes from today's lecture on thermodynamics: needs review later,Note,Study,Low
Schedule a quick alignment call with Daniel about ancient civilization,Todo,Work,Medium
Read pages 3 to 2 of the Physics textbook,Todo,Study,Medium
Medical insurance policy number: 1503,Note,Health,Medium
Remind me to ask Michael for Calculus study guides,Reminder,Study,Low
Don't forget the group study session for Physics at 4:15 PM on June 30th,Reminder,Study,Medium
Savings plan: save $100 by the end of July,Note,Finance,Medium
Don't forget the therapy appointment with John at midnight this Friday at 3pm,Reminder,Health,High
Don't forget the group study session for Physics at noon on at 9 PM,Reminder,Study,Medium
Remember to prepare for the History exam on tonight,Reminder,Study,High
Buy spinach and avocado from the local supermarket,Task,Shopping,Low
Buy orange juice and bananas from the local supermarket,Task,Shopping,Low
Summarize the lecture notes on cryptography for Literature,Todo,Study,Medium
Remember to call Alex about the client contract on June 30th,Reminder,Work,Medium
Buy apples and cheese from the local supermarket,Task,Shopping,Low
Gift ideas for David: book about cell division or a warm scarf,Note,Shopping,Low
Model name for tablet I want to buy: Version 2,Note,Shopping,Low
Don't forget the tutorial session on ancient civilization at 2:30 PM,Reminder,Study,Medium
Medical insurance policy number: 50350,Note,Health,Medium
Remind me to sign up for the Physics workshop by next week,Reminder,Study,High
Don't forget the group study session for History at noon on tomorrow,Reminder,Study,Medium
Read pages 1 to 50 of the Chemistry textbook,Todo,Study,Medium
"Shopping wishlist: mouse, charger, and a new bag",Note,Shopping,Low
Remind me to return the Biology library book by June 30th,Reminder,Study,Medium
Summary of discussion with Chris about data structures next Monday at noon,Note,Work,Low
Summarize the lecture notes on thermodynamics for Calculus,Todo,Study,Medium
ASAP: Summary of discussion with Isabella about neural networks tomorrow morning,Note,Work,High
Gift ideas for Michael: book about neural networks or a warm scarf tonight at 8 PM,Note,Shopping,Low
Remember to call Michael about the client contract on in 3 days tomorrow morning,Reminder,Work,Medium
Concept definition: cryptography is defined as energy transformation,Note,Study,Low
Remind me to ask Alex for Calculus study guides,Reminder,Study,Low
Buy orange juice and milk from the local supermarket,Task,Shopping,Low
Schedule a quick alignment call with Chris about modernism tomorrow morning,Todo,Work,Medium
Set a reminder for the auto-debit of Gym Membership on July 5th,Reminder,Finance,Medium
Remember to call Liam about the client contract on Friday,Reminder,Work,Medium
Remember to call James about the client contract on this weekend,Reminder,Work,Medium
Don't forget the therapy appointment with Liam at 4:15 PM tomorrow morning,Reminder,Health,High
Concept definition: genetics is defined as gradient descent,Note,Study,Low
Subscription cost tracker: Netflix costs $1200 per month,Note,Finance,Low
Don't forget the group study session for Computer Science at 4:15 PM on this weekend,Reminder,Study,Medium
Remind me to take my Eye drops at 10:30 AM,Reminder,Health,High
Remind me to take my Lipitor at 8:00 PM,Reminder,Health,High
Research modernism for the upcoming Physics project,Todo,Study,Medium
Formula list for Computer Science includes data structures equations,Note,Study,Low
Useful study resource for Calculus: http://wikipedia.org/wiki/Economics,Note,Study,Low
Schedule a quick alignment call with Michael about organic synthesis tonight at 8 PM,Todo,Work,Medium
Don't forget the group study session for Calculus at 8:00 PM on next week,Reminder,Study,Medium
Read pages 1 to 20 of the Calculus textbook,Todo,Study,Medium
Schedule a quick alignment call with Sophia about compiler design,Todo,Work,Medium
Medical insurance policy number: 502020 by next week,Note,Health,Medium
Set a reminder for the design sync with Daniel on Friday,Reminder,Work,Medium
Study Computer Science for 12 hours today,Todo,Study,Medium
Remember to call Emma about the client contract on Friday,Reminder,Work,Medium
Don't forget the therapy appointment with David at 5:00 PM,Reminder,Health,High
Formula list for Art History includes thermodynamics equations tonight at 8 PM,Note,Study,Low
Read pages 5 to 4 of the Literature textbook,Todo,Study,Medium
Remember to prepare for the Calculus exam on next week,Reminder,Study,High
Concept definition: compiler design is defined as energy transformation,Note,Study,Low
Set a reminder for the design sync with Michael on tomorrow,Reminder,Work,Medium
Buy avocado and chicken from the local supermarket,Task,Shopping,Low
Medical insurance policy number: 12501,Note,Health,Medium
Model name for headphones I want to buy: Version 20 this Friday at 3pm,Note,Shopping,Low
Notes from today's lecture on ancient civilization: needs review later,Note,Study,Low
Notes from today's lecture on neural networks: highly important for final exam,Note,Study,Low
Don't forget the therapy appointment with Sophia at 4:15 PM,Reminder,Health,High
Remind me to cancel the Gym Membership subscription before in 3 days,Reminder,Finance,High
Subscription cost tracker: Gym Membership costs $15 per month,Note,Finance,Low
Notes from today's lecture on quantum physics: discuss at the next standup meeting,Note,Study,Low
Solve the practice problems in chapter 50 of Physics,Task,Study,Medium
Read pages 5 to 4 of the Biology textbook,Todo,Study,Medium
Read pages 20 to 5 of the Math textbook,Todo,Study,Medium
Summarize the lecture notes on organic synthesis for Biology,Todo,Study,Medium
Set a reminder for the auto-debit of Slack on next Monday,Reminder,Finance,Medium
Schedule a quick alignment call with Chris about genetics,Todo,Work,Medium
Read pages 2 to 50 of the Calculus textbook,Todo,Study,Medium
Gift ideas for Emma: book about modernism or a warm scarf,Note,Shopping,Low
Remind me to ask Liam for Math study guides,Reminder,Study,Low
Remember to call Liam about the client contract on July 5th,Reminder,Work,Medium
"Shopping wishlist: tablet, external hard drive, and a new bag",Note,Shopping,Low
Medical insurance policy number: 4202 next Monday at noon,Note,Health,Medium
Research data structures for the upcoming Chemistry project,Todo,Study,Medium
Research thermodynamics for the upcoming Chemistry project,Todo,Study,Medium
Notes from today's lecture on organic synthesis: discuss at the next standup meeting next Monday at noon,Note,Study,Low
Buy bread and cheese from the local supermarket,Task,Shopping,Low
"Shopping wishlist: mouse, tablet, and a new bag",Note,Shopping,Low
Don't forget the group study session for Art History at 8:00 PM on this weekend,Reminder,Study,Medium
Medical insurance policy number: 5410 tonight at 8 PM,Note,Health,Medium
Remember to call Isabella about the client contract on July 5th,Reminder,Work,Medium
Buy eggs and coffee from the local supermarket,Task,Shopping,Low
Buy tomatoes and tomatoes from the local supermarket,Task,Shopping,Low
Read pages 5 to 50 of the Literature textbook,Todo,Study,Medium
Bucket list ideas: visit Rome and learn to play the violin,Note,Personal,Low
Read pages 12 to 12 of the Math textbook,Todo,Study,Medium
Don't forget the tutorial session on quantum physics at 5:00 PM,Reminder,Study,Medium
Remember to prepare for the Computer Science exam on in 3 days,Reminder,Study,High
Remind me to cancel the Dropbox subscription before July 5th,Reminder,Finance,High
Notes from today's lecture on quantum physics: inspired by a recent podcast,Note,Study,Low
Remember to prepare for the Calculus exam on tomorrow,Reminder,Study,High
Don't forget the group study session for Economics at 5:00 PM on in 3 days,Reminder,Study,Medium
Schedule a quick alignment call with Jessica about genetics,Todo,Work,Medium
Project details: Orion aims to rebuild the auth service,Note,Work,Low
ASAP: Formula list for Art History includes cryptography equations,Note,Study,High
Medical insurance policy number: 1221,Note,Health,Medium
Formula list for Math includes ancient civilization equations,Note,Study,Low
Don't forget the group study session for Math at 5:00 PM on tonight,Reminder,Study,Medium
Study Literature for 12 hours today,Todo,Study,Medium
Project details: Nebula aims to rebuild the payment service,Note,Work,Low
Read pages 2 to 20 of the Art History textbook,Todo,Study,Medium
Don't forget the therapy appointment with David at 4:15 PM tomorrow morning (low priority though),Reminder,Health,Low
Read pages 3 to 12 of the Art History textbook,Todo,Study,Medium
